id,med_income
1500000US120990009022,61806
1500000US120110204114,61786
1500000US121030268151,61786
1500000US120190313001,61776
1500000US120730009012,61776
1500000US120330036102,61768
1500000US121270829041,61768
1500000US120110404022,61758
1500000US120090715001,61750
1500000US120860003014,61750
1500000US120990069081,61742
1500000US121130107051,61741
1500000US121150008021,61734
1500000US120990078383,61729
1500000US120090668001,61726
1500000US120860200004,61719
1500000US121030267013,61719
1500000US120070002005,61715
1500000US120860098033,61707
1500000US120210104122,61705
1500000US120570112031,61705
1500000US120950148131,61705
1500000US121079510002,61693
1500000US121030252093,61685
1500000US120890505031,61683
1500000US121150016012,61681
1500000US120860001282,61680
1500000US120110302032,61667
1500000US120990048121,61667
1500000US121090207114,61667
1500000US121270827052,61648
1500000US120110601142,61645
1500000US121270909042,61645
1500000US120010018062,61638
1500000US121270829032,61635
1500000US121150023031,61622
1500000US120310126021,61610
1500000US121130108191,61608
1500000US120860114014,61602
1500000US121150005021,61571
1500000US120860038015,61548
1500000US121170208033,61544
1500000US120310164003,61542
1500000US120350603021,61528
1500000US121010317081,61528
1500000US121150024013,61528
1500000US121030272023,61523
1500000US121290102013,61515
1500000US120860003021,61513
1500000US120110605011,61504
1500000US121050121261,61494
1500000US120050019003,61488
1500000US121010316023,61483
1500000US120570114163,61477
1500000US120990077382,61458
1500000US120990026001,61447
1500000US121199101002,61442
1500000US121010316051,61439
1500000US120990078311,61438
1500000US121030280032,61432
1500000US120570115181,61429
1500000US120570130041,61406
1500000US121050105023,61406
1500000US120860070016,61397
1500000US120419502041,61389
1500000US120860090283,61368
1500000US120350601052,61364
1500000US120570048003,61364
1500000US120860179003,61355
1500000US120710201012,61346
1500000US120860004042,61339
1500000US120860106065,61339
1500000US120990078361,61328
1500000US121150027201,61320
1500000US120879703002,61313
1500000US121319506033,61313
1500000US120210104151,61295
1500000US120570123012,61295
1500000US120710016013,61293
1500000US120570110152,61283
1500000US120110103081,61280
1500000US120090611001,61250
1500000US120570016003,61250
1500000US120860174002,61250
1500000US120879717003,61250
1500000US121030250104,61250
1500000US121050105011,61250
1500000US121090214052,61250
1500000US120570027003,61220
1500000US120174507023,61215
1500000US120710402093,61196
1500000US120570138041,61186
1500000US121030254124,61182
1500000US120730015003,61161
1500000US121270801003,61157
1500000US120330035081,61154
1500000US120910232002,61154
1500000US120210101062,61136
1500000US120860168001,61134
1500000US120990077501,61125
1500000US120860175001,61121
1500000US120990058112,61111
1500000US120050027031,61108
1500000US120690302082,61101
1500000US120810004083,61094
1500000US121030277042,61094
1500000US120090699011,61085
1500000US120710101026,61083
1500000US121170219023,61083
1500000US121030278022,61071
1500000US120050002021,61067
1500000US120111103094,61061
1500000US121270910211,61058
1500000US120990060081,61042
1500000US120990004102,61029
1500000US120990059553,61019
1500000US120110601131,61016
1500000US120190307023,61004
1500000US120990077622,61000
1500000US120210102122,60978
1500000US120690302071,60978
1500000US120110506012,60972
1500000US120210101101,60972
1500000US120570111073,60972
1500000US120860117004,60972
1500000US120879720001,60972
1500000US121030254142,60972
1500000US121270825093,60972
1500000US121170216151,60964
1500000US121030244031,60938
1500000US120570115223,60927
1500000US120010017023,60924
1500000US120310142042,60917
1500000US120860001131,60903
1500000US120110201014,60897
1500000US121150022012,60893
1500000US120710105021,60862
1500000US120310149023,60859
1500000US120310171002,60859
1500000US121170213112,60859
1500000US120090621043,60857
1500000US120860006011,60857
1500000US120710503061,60846
1500000US120110202061,60833
1500000US120950188003,60833
1500000US120990009042,60833
1500000US121130109006,60833
1500000US120110901021,60820
1500000US120110910001,60795
1500000US120910206003,60785
1500000US120950149091,60781
1500000US120570070013,60769
1500000US120990019041,60769
1500000US120111105022,60762
1500000US120710402091,60761
1500000US120090713372,60745
1500000US120210101102,60744
1500000US120810005041,60735
1500000US120310022004,60724
1500000US120910212003,60703
1500000US121030251203,60703
1500000US120570124013,60694
1500000US120570049005,60684
1500000US120150305011,60682
1500000US120860144001,60673
1500000US120090621031,60667
1500000US121270910184,60658
1500000US120110205023,60645
1500000US120050005001,60625
1500000US120110702112,60625
1500000US120990044011,60625
1500000US121010321122,60625
1500000US121199112001,60617
1500000US120110919012,60607
1500000US120990043001,60568
1500000US121170221041,60568
1500000US120150202014,60547
1500000US120860107041,60536
1500000US120110509004,60532
1500000US120559616033,60529
1500000US120190311011,60517
1500000US121030272043,60515
1500000US120210108021,60487
1500000US120570110131,60481
1500000US120730024103,60462
1500000US120810019121,60461
1500000US120110102002,60451
1500000US120530409063,60448
1500000US120570139032,60441
1500000US120459603005,60417
1500000US120570072002,60395
1500000US120210105101,60391
1500000US121090212051,60388
1500000US120610507053,60385
1500000US120110418022,60375
1500000US120310142031,60362
1500000US121030267022,60357
1500000US120710502061,60347
1500000US121030245054,60339
1500000US120860084162,60337
1500000US121010313021,60329
1500000US120879710011,60326
1500000US121030250142,60313
1500000US120879720003,60305
1500000US120110601143,60299
1500000US120990040051,60294
1500000US121030240022,60294
1500000US120010018113,60288
1500000US120190309044,60288
1500000US120110917022,60283
1500000US120860039222,60278
1500000US120910223001,60273
1500000US120190308012,60262
1500000US120110403002,60260
1500000US120690311021,60259
1500000US120110307042,60255
1500000US120570116102,60250
1500000US120710402056,60250
1500000US120730022015,60246
1500000US121150020101,60240
1500000US121030253041,60238
1500000US120860106083,60234
1500000US120970415001,60234
1500000US121130105032,60223
1500000US121030272104,60221
1500000US120111103391,60217
1500000US120150204003,60213
1500000US120110312023,60212
1500000US120110601132,60208
1500000US120810005013,60198
1500000US120710019122,60197
1500000US120679601002,60192
1500000US121150023022,60192
1500000US120570113042,60189
1500000US120310142022,60188
1500000US120950112001,60188
1500000US120860071031,60179
1500000US120330027011,60172
1500000US120860097061,60161
1500000US121170221061,60152
1500000US120310131002,60139
1500000US120990076123,60139
1500000US121219705001,60117
1500000US120990047025,60114
1500000US121010315071,60104
1500000US120570118031,60096
1500000US120990008041,60086
1500000US120990078174,60083
1500000US120310141011,60078
1500000US120111103371,60074
1500000US120810011041,60069
1500000US121030268172,60063
1500000US121170218062,60042
1500000US120050026042,60016
1500000US120570115123,60000
1500000US120690303021,60000
1500000US120710019061,60000
1500000US120939106015,60000
1500000US120950179011,60000
1500000US121030271061,59972
1500000US121270832031,59957
1500000US121270909024,59954
1500000US120090661031,59952
1500000US120990011015,59952
1500000US120710501061,59938
1500000US120990018022,59911
1500000US121010328022,59904
1500000US120910201005,59896
1500000US121030250042,59886
1500000US120860093131,59877
1500000US120710401232,59875
1500000US120570124012,59861
1500000US120950171081,59833
1500000US121170212011,59833
1500000US121010321131,59831
1500000US121030244081,59828
1500000US120110703112,59826
1500000US121130108083,59821
1500000US121030247022,59792
1500000US120090669005,59781
1500000US120950165091,59775
1500000US120710403091,59750
1500000US120610505014,59728
1500000US120860004132,59725
1500000US120860010024,59702
1500000US120710105025,59700
1500000US120860093121,59656
1500000US120570012001,59653
1500000US120570113033,59643
1500000US120810020101,59625
1500000US120570105021,59605
1500000US120910201002,59567
1500000US120950126001,59564
1500000US120110430022,59560
1500000US120710017033,59543
1500000US120110601261,59539
1500000US120690309122,59531
1500000US120110606051,59519
1500000US120690313081,59513
1500000US121030272041,59500
1500000US120090661041,59492
1500000US120111105021,59489
1500000US120090664003,59479
1500000US120990059262,59464
1500000US121030254123,59458
1500000US120860116002,59448
1500000US120570114083,59444
1500000US120970428001,59444
1500000US120090671001,59432
1500000US120150201033,59432
1500000US120879710012,59432
1500000US120860106122,59415
1500000US120950175043,59415
1500000US120110312022,59412
1500000US120860086021,59401
1500000US120570114131,59394
1500000US121010319011,59392
1500000US120419502033,59375
1500000US120710602011,59375
1500000US120860195004,59375
1500000US120990062021,59375
1500000US121170204022,59375
1500000US120110203251,59342
1500000US120860098042,59337
1500000US120810019092,59333
1500000US120860106081,59333
1500000US120860004093,59330
1500000US121170222092,59327
1500000US120990058161,59318
1500000US121113816012,59311
1500000US120860183004,59306
1500000US121150020072,59306
1500000US121010320094,59300
1500000US120350602101,59286
1500000US120310173003,59283
1500000US120110610022,59281
1500000US120190301042,59250
1500000US121050107013,59250
1500000US120950166012,59239
1500000US121170213201,59231
1500000US120990066041,59228
1500000US120570140161,59219
1500000US120910203012,59216
1500000US120310127023,59211
1500000US120860157002,59211
1500000US120110311023,59191
1500000US120860185002,59186
1500000US120310143122,59177
1500000US120210109033,59167
1500000US120270104062,59167
1500000US120090691001,59156
1500000US120860084173,59148
1500000US121050124062,59125
1500000US121090211021,59118
1500000US120710503133,59107
1500000US121170209036,59107
1500000US120570132031,59104
1500000US121170222014,59097
1500000US121270827041,59091
1500000US120850003002,59074
1500000US120110404011,59063
1500000US120710403121,59063
1500000US120111101001,59048
1500000US120570116033,59038
1500000US120810004071,59038
1500000US120950138022,59028
1500000US120950175042,59000
1500000US121030203014,59000
1500000US120990059452,58988
1500000US120850006034,58984
1500000US120939101011,58977
1500000US120570116063,58958
1500000US120710101031,58926
1500000US120860002161,58920
1500000US120570137031,58915
1500000US121150017021,58913
1500000US120419502042,58906
1500000US120111103122,58900
1500000US120860038013,58897
1500000US121030202071,58889
1500000US121270909043,58889
1500000US121150024021,58883
1500000US121030269072,58882
1500000US120111103112,58875
1500000US120090685023,58869
1500000US120210104131,58864
1500000US120570114072,58864
1500000US121090214071,58864
1500000US121113820031,58854
1500000US120174505004,58849
1500000US120310012001,58843
1500000US121170213181,58835
1500000US120710502062,58828
1500000US120860006043,58828
1500000US120990019161,58828
1500000US121030229012,58828
1500000US120710301002,58819
1500000US120310145004,58814
1500000US120990076182,58813
1500000US120850013014,58804
1500000US121010320092,58794
1500000US120090601021,58750
1500000US120090641252,58750
1500000US120090669004,58750
1500000US120111103411,58750
1500000US120210106042,58750
1500000US120710108034,58750
1500000US120860155001,58750
1500000US120890505021,58750
1500000US120990044012,58750
1500000US120990078303,58750
1500000US121170213211,58750
1500000US121319504002,58750
1500000US120860001212,58721
1500000US120860090063,58716
1500000US120850003003,58705
1500000US121050125062,58688
1500000US120860169002,58682
1500000US120990019152,58680
1500000US121150019032,58667
1500000US120210104144,58661
1500000US120990059232,58654
1500000US120570137041,58652
1500000US120610508022,58646
1500000US120950127013,58644
1500000US120110507012,58643
1500000US120110601052,58634
1500000US121170210001,58629
1500000US120990077252,58628
1500000US120990069073,58611
1500000US121113811014,58601
1500000US120110312052,58598
1500000US120730015004,58594
1500000US121030250141,58594
1500000US121170208064,58594
1500000US120150210032,58587
1500000US120530409072,58583
1500000US120210105061,58578
1500000US120110907001,58558
1500000US120860093063,58542
1500000US120110802001,58533
1500000US120150205013,58523
1500000US120730018023,58523
1500000US120310102012,58500
1500000US121050138023,58500
1500000US120570124032,58482
1500000US120860105005,58478
1500000US121113811021,58474
1500000US120860042051,58462
1500000US120990077413,58462
1500000US121030202023,58462
1500000US120190309041,58458
1500000US120090630002,58438
1500000US120950151032,58438
1500000US121130108171,58438
1500000US121270832052,58438
1500000US121270902023,58438
1500000US120050027052,58417
1500000US121030226023,58413
1500000US121113819003,58413
1500000US121130109005,58409
1500000US120950152022,58393
1500000US121270827033,58387
1500000US121079503004,58382
1500000US120990058132,58375
1500000US120860067023,58368
1500000US120710401083,58358
1500000US120710017061,58355
1500000US120510001004,58354
1500000US120090713341,58345
1500000US120690301081,58344
1500000US121010317042,58333
1500000US120939101012,58315
1500000US120570065014,58281
1500000US120879715011,58281
1500000US120860114031,58271
1500000US120860203002,58269
1500000US120890503023,58269
1500000US120860084104,58265
1500000US121050125071,58239
1500000US120310106002,58235
1500000US120610508061,58235
1500000US120690311031,58229
1500000US120210104132,58222
1500000US121130102002,58214
1500000US121030221002,58207
1500000US120990059552,58185
1500000US120210004012,58182
1500000US120330026051,58178
1500000US120990059031,58173
1500000US120860121001,58169
1500000US120950170161,58152
1500000US121050119111,58150
1500000US120990032022,58145
1500000US120110601262,58125
1500000US120730022062,58125
1500000US121270830072,58118
1500000US120110804061,58107
1500000US120890505023,58105
1500000US120910224003,58100
1500000US120860067132,58095
1500000US120990059542,58092
1500000US120860042032,58077
1500000US120570141091,58068
1500000US120090621091,58060
1500000US121150027151,58056
1500000US120710401233,58054
1500000US120710802041,58047
1500000US120090641282,58040
1500000US120970410012,58040
1500000US120990079102,58021
1500000US120830001001,58015
1500000US121150012041,58015
1500000US120110917011,58000
1500000US120710101032,58000
1500000US120710108033,58000
1500000US120310144112,57973
1500000US120110307021,57972
1500000US120950178022,57969
1500000US120990048122,57958
1500000US120690301072,57946
1500000US120950179021,57937
1500000US120910203022,57926
1500000US121150005011,57917
1500000US120710104104,57898
1500000US121030243011,57895
1500000US121030243012,57887
1500000US121010312071,57885
1500000US120350602082,57875
1500000US120570073001,57857
1500000US121270908031,57857
1500000US121290102021,57835
1500000US120860043041,57833
1500000US120110903021,57829
1500000US120559601011,57823
1500000US120310143383,57813
1500000US121030227002,57792
1500000US120890501011,57778
1500000US120030401011,57771
1500000US120599604001,57770
1500000US120030402021,57768
1500000US121290102032,57761
1500000US120110601203,57750
1500000US121170215031,57750
1500000US120110312042,57739
1500000US120110606031,57734
1500000US121030252081,57716
1500000US120330035031,57708
1500000US120330039001,57708
1500000US120710017012,57708
1500000US121170217083,57705
1500000US121270902041,57663
1500000US120174507012,57652
1500000US120710015012,57639
1500000US120310134031,57628
1500000US120310167222,57627
1500000US120190301033,57609
1500000US120850018021,57596
1500000US120950111002,57569
1500000US120090651252,57568
1500000US120111104022,57566
1500000US120860001134,57563
1500000US120990038004,57559
1500000US121030224021,57550
1500000US121170219012,57543
1500000US120950177011,57540
1500000US120111103202,57527
1500000US120010012011,57500
1500000US120050015011,57500
1500000US120570017004,57500
1500000US120570101062,57500
1500000US120850002001,57500
1500000US120860002141,57500
1500000US120950179012,57500
1500000US120970434002,57500
1500000US120990059343,57500
1500000US121030268164,57500
1500000US121170222093,57472
1500000US120950157012,57467
1500000US120110204133,57461
1500000US120860001261,57460
1500000US121030251212,57450
1500000US120110205012,57436
1500000US120950102004,57434
1500000US120210107022,57422
1500000US120810008053,57417
1500000US121030240023,57414
1500000US120860039172,57404
1500000US120850016012,57402
1500000US120330005002,57386
1500000US121113822002,57368
1500000US120860090142,57353
1500000US120710104073,57344
1500000US120810012032,57335
1500000US120570139131,57326
1500000US120830010062,57321
1500000US120310126013,57316
1500000US120210104081,57308
1500000US120990078381,57308
1500000US121030243021,57303
1500000US121030276042,57292
1500000US120190307012,57284
1500000US120860186002,57278
1500000US120879709001,57273
1500000US120990078123,57273
1500000US120990078373,57266
1500000US121030239001,57266
1500000US121050151011,57262
1500000US120310134041,57257
1500000US120850011022,57250
1500000US121050144001,57244
1500000US121010320121,57232
1500000US120110606083,57197
1500000US120110703211,57192
1500000US120570122075,57188
1500000US120860199004,57188
1500000US120570110063,57153
1500000US120110502081,57150
1500000US120090631055,57148
1500000US120050002011,57138
1500000US120690312041,57137
1500000US120860076053,57122
1500000US120330030002,57097
1500000US120990076142,57097
1500000US120110917021,57083
1500000US121079501003,57083
1500000US120710017052,57067
1500000US120570130022,57065
1500000US120710105012,57063
1500000US120210106022,57057
1500000US120810013002,57050
1500000US120570134092,57036
1500000US120910233061,57019
1500000US121050121113,57016
1500000US120310102021,57000
1500000US120850014092,57000
1500000US120570069002,56995
1500000US121030242005,56964
1500000US121270826043,56958
1500000US120310127041,56957
1500000US120710103043,56952
1500000US120950110004,56944
1500000US120990078362,56944
1500000US121150020053,56917
1500000US120570114152,56908
1500000US120860009025,56908
1500000US120910232001,56902
1500000US120530407011,56894
1500000US120860098071,56894
1500000US120730015002,56875
1500000US120860077013,56875
1500000US121170213142,56875
1500000US120990011016,56856
1500000US120110204072,56833
1500000US120990009021,56818
1500000US120990061001,56815
1500000US120950184002,56809
1500000US120570133151,56807
1500000US120310135213,56786
1500000US121150027113,56786
1500000US120990058131,56758
1500000US120330036142,56746
1500000US121050139021,56742
1500000US120090712003,56736
1500000US120860086022,56736
1500000US120710102045,56719
1500000US120860027052,56719
1500000US121113820081,56714
1500000US120390201012,56713
1500000US120110404023,56711
1500000US120110202052,56707
1500000US120330033062,56705
1500000US120330010023,56696
1500000US120730024111,56688
1500000US120990077561,56667
1500000US120860189001,56658
1500000US121030273232,56645
1500000US121219701001,56637
1500000US120310137271,56635
1500000US120050004002,56625
1500000US120570131002,56625
1500000US120010021021,56607
1500000US120570101032,56607
1500000US121010317072,56607
1500000US120860155003,56599
1500000US120990069064,56597
1500000US121050121111,56582
1500000US120090612023,56578
1500000US120690302081,56573
1500000US121090212063,56563
1500000US121170220052,56563
1500000US121199114001,56552
1500000US120010022093,56548
1500000US120530409062,56544
1500000US120530407021,56531
1500000US120310022005,56504
1500000US120710403052,56500
1500000US120990077241,56488
1500000US121050147021,56484
1500000US121319501021,56481
1500000US120570071032,56477
1500000US120231106013,56475
1500000US120860040003,56471
1500000US120810008083,56467
1500000US120570133214,56465
1500000US120710402074,56458
1500000US120510003005,56450
1500000US120860086023,56445
1500000US121170208114,56445
1500000US120570138061,56442
1500000US120990002092,56442
1500000US120111103361,56440
1500000US121270832082,56440
1500000US120110601222,56429
1500000US120111101003,56429
1500000US121030201064,56420
1500000US121030269093,56406
1500000US121030268121,56400
1500000US120879703001,56393
1500000US120050027011,56390
1500000US120310146041,56389
1500000US120090646012,56379
1500000US120110504022,56375
1500000US120990003041,56375
1500000US120310127032,56364
1500000US120090641273,56362
1500000US120570108101,56358
1500000US120570133133,56354
1500000US120570116134,56350
1500000US120860124004,56346
1500000US120860186003,56333
1500000US121090205002,56319
1500000US121030249012,56313
1500000US120111103113,56296
1500000US120530409112,56294
1500000US121090213011,56290
1500000US120110402031,56266
1500000US120090647004,56250
1500000US120419502031,56250
1500000US120610507031,56250
1500000US120610508021,56250
1500000US120652501023,56250
1500000US120730003011,56250
1500000US120730025102,56250
1500000US120860001253,56250
1500000US120860089061,56250
1500000US120860090471,56250
1500000US120860106043,56250
1500000US120860125002,56250
1500000US120990056021,56250
1500000US121050140031,56250
1500000US121130107023,56250
1500000US121150015062,56250
1500000US121150026011,56250
1500000US121270902032,56250
1500000US120710403084,56208
1500000US120990060102,56190
1500000US120710107022,56179
1500000US121030203021,56176
1500000US120910229003,56167
1500000US121150015071,56161
1500000US120210105062,56154
1500000US120860003073,56150
1500000US120990004104,56146
1500000US121270910192,56146
1500000US120710017051,56136
1500000US120860093123,56136
1500000US120939106021,56125
1500000US121050130011,56121
1500000US120850017002,56118
1500000US120710104091,56111
1500000US121030272082,56111
1500000US120570114121,56094
1500000US120530416003,56074
1500000US120730002001,56071
1500000US120860078044,56061
1500000US120090651212,56058
1500000US120570126002,56037
1500000US120879704004,56027
1500000US121050150001,56023
1500000US121113813003,56016
1500000US121113811013,56011
1500000US120570134142,56000
1500000US120210104124,55982
1500000US121170213212,55972
1500000US120210111061,55964
1500000US120110425003,55958
1500000US120570117101,55943
1500000US120350602091,55938
1500000US120710104072,55938
1500000US120710403013,55938
1500000US120990032023,55938
1500000US120111103131,55924
1500000US120860078053,55903
1500000US120110203152,55880
1500000US121010316041,55865
1500000US120990053003,55858
1500000US120810020112,55850
1500000US120860192001,55848
1500000US120860106134,55847
1500000US121150020051,55846
1500000US120860079011,55833
1500000US120990035112,55833
1500000US121030253071,55825
1500000US120530409111,55809
1500000US120950167341,55797
1500000US121050118322,55789
1500000US120570103041,55781
1500000US120632101001,55781
1500000US120090601011,55764
1500000US120860099032,55760
1500000US120330014022,55750
1500000US121270903051,55750
1500000US120860110052,55743
1500000US121030276032,55741
1500000US120860072001,55732
1500000US120570122131,55726
1500000US121290101001,55709
1500000US120310025021,55694
1500000US120990077581,55694
1500000US121030250161,55662
1500000US120860060014,55655
1500000US120010005002,55652
1500000US120570137024,55650
1500000US120090713383,55625
1500000US120310127033,55625
1500000US120950160021,55625
1500000US121030282002,55625
1500000US120570133201,55607
1500000US120530413033,55605
1500000US120950168041,55600
1500000US120970433021,55597
1500000US120710506013,55592
1500000US120950174002,55585
1500000US120190308024,55583
1500000US120690313102,55580
1500000US120690313053,55577
1500000US120990002022,55568
1500000US120990002101,55568
1500000US120860010021,55556
1500000US121030251133,55556
1500000US120910227002,55536
1500000US120990076072,55536
1500000US121030226021,55536
1500000US120830023013,55529
1500000US120950164121,55527
1500000US121030273224,55526
1500000US120860027063,55515
1500000US120860039182,55509
1500000US121113815031,55500
1500000US121270832071,55496
1500000US120110606091,55486
1500000US121050137021,55481
1500000US120690304101,55458
1500000US120610506022,55450
1500000US120570133211,55442
1500000US120110804034,55441
1500000US121030267012,55441
1500000US121150012031,55441
1500000US120990005052,55438
1500000US120990002064,55417
1500000US120860077021,55411
1500000US121113821082,55406
1500000US120990077381,55403
1500000US120090610012,55391
1500000US120810019073,55391
1500000US120860183002,55375
1500000US121030237001,55375
1500000US121030255061,55375
1500000US120210101082,55368
1500000US120950133003,55363
1500000US120632107003,55357
1500000US121050142021,55357
1500000US121150004011,55329
1500000US120860047024,55321
1500000US120310129003,55313
1500000US120570101052,55313
1500000US120570110132,55313
1500000US120710601023,55313
1500000US120890505042,55313
1500000US120990002063,55313
1500000US121030257001,55313
1500000US120970428002,55297
1500000US121010330131,55293
1500000US120860121005,55292
1500000US120010019071,55278
1500000US120860001304,55278
1500000US120990069084,55273
1500000US120990008031,55256
1500000US120310147021,55250
1500000US120330008004,55250
1500000US120710004021,55250
1500000US120860010061,55250
1500000US121319506035,55250
1500000US120990002023,55248
1500000US120310135021,55244
1500000US120110104061,55231
1500000US120530413032,55208
1500000US120860112012,55208
1500000US121170208082,55203
1500000US120110601231,55196
1500000US120950173002,55192
1500000US120990076131,55185
1500000US120110202103,55179
1500000US120570116113,55179
1500000US121030235002,55179
1500000US121030254012,55179
1500000US120570066003,55170
1500000US121010317051,55170
1500000US120190311051,55166
1500000US120710302023,55134
1500000US120990032011,55132
1500000US120710403042,55129
1500000US121030264004,55127
1500000US120210104143,55125
1500000US120860039223,55125
1500000US121030202091,55125
1500000US120710105013,55114
1500000US121010329021,55114
1500000US121050124082,55114
1500000US121130107081,55114
1500000US120860084091,55104
1500000US121050121131,55096
1500000US121030249013,55093
1500000US120860107043,55086
1500000US120090711002,55083
1500000US120990072012,55074
1500000US120860007081,55045
1500000US120860119003,55040
1500000US121030269104,55033
1500000US120310139022,55027
1500000US121050124051,55025
1500000US120050012002,55000
1500000US120090713401,55000
1500000US120110510011,55000
1500000US120570134121,55000
1500000US120710019071,55000
1500000US120860038031,55000
1500000US121010320082,55000
1500000US121030223012,55000
1500000US121270828011,55000
1500000US121150027122,54993
1500000US120730016012,54943
1500000US121050115022,54933
1500000US120110603021,54924
1500000US120570121032,54918
1500000US120570133073,54914
1500000US120110406012,54911
1500000US120570130023,54896
1500000US120860149002,54889
1500000US120090641272,54886
1500000US120850014042,54881
1500000US121170215023,54875
1500000US120950138011,54871
1500000US120810004061,54861
1500000US120879710022,54853
1500000US120310117001,54844
1500000US120910205001,54844
1500000US120710102016,54839
1500000US121079506001,54833
1500000US120090631042,54832
1500000US120110430024,54828
1500000US120570042001,54821
1500000US120050002012,54813
1500000US121030269103,54813
1500000US121270910011,54803
1500000US120810014041,54800
1500000US120310119022,54792
1500000US120850011031,54792
1500000US120570101064,54783
1500000US121270827012,54783
1500000US120860060013,54775
1500000US120860076044,54774
1500000US120990004103,54773
1500000US120990008022,54770
1500000US120710103072,54766
1500000US120110101032,54762
1500000US120110601251,54762
1500000US120570110062,54762
1500000US120860103001,54762
1500000US120990048112,54740
1500000US120810016021,54730
1500000US120110402041,54728
1500000US120990074102,54722
1500000US120990064012,54702
1500000US121050149011,54701
1500000US120710019142,54688
1500000US121150018014,54688
1500000US120174505003,54682
1500000US120710402072,54659
1500000US120910201003,54659
1500000US120860179002,54654
1500000US120830026023,54653
1500000US121270808072,54651
1500000US120690312022,54647
1500000US120150305032,54643
1500000US120690313091,54643
1500000US120710403111,54643
1500000US120110204043,54635
1500000US120879714012,54625
1500000US121150025072,54622
1500000US121079509005,54605
1500000US120890502023,54601
1500000US121150021002,54598
1500000US121030201053,54591
1500000US121010317043,54583
1500000US120110602122,54569
1500000US120570133122,54564
1500000US121010321082,54563
1500000US120050007001,54559
1500000US121030226011,54559
1500000US121170217072,54559
1500000US120570071033,54556
1500000US120710503082,54554
1500000US121113821111,54543
1500000US120990057013,54539
1500000US120090663013,54526
1500000US120110608011,54524
1500000US120310143331,54522
1500000US120110312021,54519
1500000US120350602093,54504
1500000US120210002001,54500
1500000US121030254071,54491
1500000US120390201024,54483
1500000US120570114183,54464
1500000US120860092001,54464
1500000US120710105011,54457
1500000US120830025022,54454
1500000US121030277041,54453
1500000US120950170111,54449
1500000US120150105012,54444
1500000US120710103031,54444
1500000US120310158014,54438
1500000US120050008034,54424
1500000US121150025111,54423
1500000US120570108113,54420
1500000US120310025023,54417
1500000US120860013023,54417
1500000US120570139082,54395
1500000US120174503041,54394
1500000US120010019082,54375
1500000US120111103093,54375
1500000US120270101021,54375
1500000US120310145003,54375
1500000US120632105003,54375
1500000US120860117002,54360
1500000US121030268192,54354
1500000US120330024001,54342
1500000US121050121292,54325
1500000US121030241002,54321
1500000US120090713404,54318
1500000US120231102011,54313
1500000US120990073022,54313
1500000US120090606003,54306
1500000US120110904012,54306
1500000US120210104141,54299
1500000US120860076063,54297
1500000US120050027042,54286
1500000US120710012022,54286
1500000US121130105042,54283
1500000US120110605014,54274
1500000US120710503131,54265
1500000US120950113003,54253
1500000US120850007003,54250
1500000US120860173001,54226
1500000US120950166011,54220
1500000US120110203161,54219
1500000US120610505042,54219
1500000US120860090291,54219
1500000US120570022003,54213
1500000US120150201012,54207
1500000US120990075012,54205
1500000US120860167002,54201
1500000US120970432051,54194
1500000US120690313113,54185
1500000US120860118002,54181
1500000US120150301004,54175
1500000US120090621042,54167
1500000US120090684001,54167
1500000US120110204091,54167
1500000US120850009021,54167
1500000US121050147023,54167
1500000US121170216152,54167
1500000US120990078363,54162
1500000US121270910271,54149
1500000US120860040001,54143
1500000US120330026021,54135
1500000US120050019002,54132
1500000US121030276041,54130
1500000US121170220041,54127
1500000US121030278011,54125
1500000US120910229002,54118
1500000US120879715023,54112
1500000US120110804063,54107
1500000US120111103111,54107
1500000US120710506023,54107
1500000US120730022054,54107
1500000US121130108021,54107
1500000US120010017011,54063
1500000US120810012022,54063
1500000US121090213023,54063
1500000US120860001271,54038
1500000US120860045005,54036
1500000US120879721001,54033
1500000US121150013011,54031
1500000US120110601151,54028
1500000US120950112003,54024
1500000US120110502043,54022
1500000US120330038002,54022
1500000US121050125042,54009
1500000US121113817012,54006
1500000US120190301031,54000
1500000US120710104053,54000
1500000US120990072013,54000
1500000US121030273082,54000
1500000US120860106142,53992
1500000US120570110141,53991
1500000US120310151003,53990
1500000US120310173001,53989
1500000US120050008041,53987
1500000US120990058164,53977
1500000US120111101002,53963
1500000US120710401273,53958
1500000US120910203011,53924
1500000US120990047021,53924
1500000US121270801002,53918
1500000US120860083061,53913
1500000US120110203111,53910
1500000US121113811011,53889
1500000US120150202013,53882
1500000US120810008041,53875
1500000US120710401132,53869
1500000US120710102044,53868
1500000US120690312032,53867
1500000US120174503043,53862
1500000US120090631074,53846
1500000US120710403141,53846
1500000US121010329012,53846
1500000US120190303012,53833
1500000US120860193002,53833
1500000US120330035061,53831
1500000US120860093094,53819
1500000US120570068022,53816
1500000US120860201001,53813
1500000US120330012012,53804
1500000US120710401101,53800
1500000US120570124033,53798
1500000US120990019151,53798
1500000US120910233071,53797
1500000US120970432042,53795
1500000US120390201013,53790
1500000US121170216143,53789
1500000US120860151001,53786
1500000US120330033093,53777
1500000US121050124031,53774
1500000US120110801011,53770
1500000US120110503012,53750
1500000US120330032041,53750
1500000US120570015003,53750
1500000US120570124022,53750
1500000US120710106013,53750
1500000US120910211013,53750
1500000US120950138021,53750
1500000US121030273272,53750
1500000US121050121262,53750
1500000US121150006021,53750
